url_a,title_a,url_b,title_b,score,semantic_distance
https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,https://help.zipboard.co/category/187-tasks,Tasks,0.848302861006911,0.9809075924409849
https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,https://help.zipboard.co/category/186-files,Files,0.8478350765366482,0.9839732032269172
https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,https://help.zipboard.co/category/187-tasks,Tasks,0.8477407086391724,0.9812508891390465
https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,https://help.zipboard.co/category/185-projects,Projects,0.8476489227139082,0.9860919950164523
https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,https://help.zipboard.co/category/186-files,Files,0.845532387836772,0.9806845333765367
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/76-how-do-i-create-an-organization-i-don-t-see-the-option-anywhere,How Do I Create An Organization I Don T See The Option Anywhere,0.8451319732722324,0.9775369886332045
https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,https://help.zipboard.co/category/188-comments,Comments,0.843429825753969,0.9751199668146525
https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,https://help.zipboard.co/category/185-projects,Projects,0.8421478690293401,0.9854901485039512
https://help.zipboard.co/article/388-how-to-review-a-zip-file,How To Review A Zip File,https://help.zipboard.co/category/185-projects,Projects,0.841767655841518,0.9672587357668178
https://help.zipboard.co/article/134-how-to-use-zipboard-for-beta-testing,How To Use Zipboard For Beta Testing,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,0.8400175965147336,0.9606667329400065
https://help.zipboard.co/article/388-how-to-review-a-zip-file,How To Review A Zip File,https://help.zipboard.co/category/187-tasks,Tasks,0.8394072380138055,0.9558235921798017
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.83868271916733,0.9643037268459514
https://help.zipboard.co/article/330-annotate-content-without-using-extension,Annotate Content Without Using Extension,https://help.zipboard.co/category/186-files,Files,0.8386500726970252,0.9665091208534251
https://help.zipboard.co/article/330-annotate-content-without-using-extension,Annotate Content Without Using Extension,https://help.zipboard.co/category/187-tasks,Tasks,0.8386186467041986,0.9623210926554556
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/category/187-tasks,Tasks,0.8380557348420156,0.9877839402141858
https://help.zipboard.co/article/330-annotate-content-without-using-extension,Annotate Content Without Using Extension,https://help.zipboard.co/category/185-projects,Projects,0.8380521033850309,0.9680285199597165
https://help.zipboard.co/article/446-learning-design-template-for-elearning-content-reviews,Learning Design Template For Elearning Content Reviews,https://help.zipboard.co/article/76-how-do-i-create-an-organization-i-don-t-see-the-option-anywhere,How Do I Create An Organization I Don T See The Option Anywhere,0.8377687144065132,0.956228533856769
https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,https://help.zipboard.co/category/186-files,Files,0.8374425549126073,0.9750978823513358
https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,https://help.zipboard.co/category/187-tasks,Tasks,0.8372104170510553,0.9685762625295664
https://help.zipboard.co/article/180-api-for-review-links,API For Review Links,https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,0.8361071641465004,0.9729869906950196
https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,https://help.zipboard.co/category/187-tasks,Tasks,0.8359477875951855,0.9587730949472124
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/9-im-stuck-how-do-i-contact-zipboard,Im Stuck How Do I Contact Zipboard,0.835928296123835,0.9726428561040409
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,0.8358459720744656,0.9535752262355763
https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,https://help.zipboard.co/category/185-projects,Projects,0.8358159228027806,0.9731115374922068
https://help.zipboard.co/article/259-how-to-invite-collaborator-to-project,How To Invite Collaborator To Project,https://help.zipboard.co/category/188-comments,Comments,0.8357797657962697,0.9545675906969707
https://help.zipboard.co/article/419-how-to-manage-custom-statuses,How To Manage Custom Statuses,https://help.zipboard.co/category/186-files,Files,0.8353340539923886,0.9656659013312862
https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,https://help.zipboard.co/category/185-projects,Projects,0.8347246168337058,0.9631868155873698
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/244-how-to-delete-announcement,How To Delete Announcement,0.8346123628242946,0.9587915884408842
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/91-importing-data-to-zipboard,Importing Data To Zipboard,0.834182663000403,0.9671551961420537
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/56-how-can-i-view-all-tasks-assigned-to-me,How Can I View All Tasks Assigned To Me,0.8340451441818317,0.9563616989811042
https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard,How To Add And Review Different Types Of Content With Zipboard,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8336390629881866,0.9567713687681041
https://help.zipboard.co/article/23-what-kind-of-projects-files-can-i-upload-to-zipboard,What Kind Of Projects Files Can I Upload To Zipboard,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8336390033734504,0.9567713687681041
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/243-how-to-disable-added-announcement,How To Disable Added Announcement,0.8335088101228069,0.9597206919870326
https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,https://help.zipboard.co/category/186-files,Files,0.8334287726562861,0.9582158363078033
https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,https://help.zipboard.co/category/188-comments,Comments,0.8334150207220962,0.9675197394105148
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/74-can-i-be-a-part-of-multiple-projects-and-teams-from-one-zipboard-account,Can I Be A Part Of Multiple Projects And Teams From One Zipboard Account,0.833185106436506,0.9643351478303451
https://help.zipboard.co/article/446-learning-design-template-for-elearning-content-reviews,Learning Design Template For Elearning Content Reviews,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8330240526351471,0.9464510417073768
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/200-how-to-install-the-zbreviewboard-extension,How To Install The Zbreviewboard Extension,0.8330227002027689,0.9549154958060766
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/category/186-files,Files,0.8328408542091116,0.9888343586848409
https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard,How To Upload And Review Image Files With Zipboard,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8328004455248288,0.959948239763537
https://help.zipboard.co/article/23-how-to-add-and-review-different-types-of-content-with-zipboard,How To Add And Review Different Types Of Content With Zipboard,https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback,Will A Collaborator Get Email Notification When A Reply Is Added To His Feedback,0.8327785065473765,0.9563260885321248
https://help.zipboard.co/article/23-what-kind-of-projects-files-can-i-upload-to-zipboard,What Kind Of Projects Files Can I Upload To Zipboard,https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback,Will A Collaborator Get Email Notification When A Reply Is Added To His Feedback,0.832777660478052,0.9563260885321248
https://help.zipboard.co/article/139-who-are-referred-to-as-guests-in-my-zipboard-project,Who Are Referred To As Guests In My Zipboard Project,https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,0.8324469435188349,0.9792426992145772
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/8-who-is-zipboard-for,Who Is Zipboard For,0.8324321436153215,0.9705642233250356
https://help.zipboard.co/article/139-who-are-referred-to-as-guests-in-my-zipboard-project,Who Are Referred To As Guests In My Zipboard Project,https://help.zipboard.co/article/313-kanban-view-for-content,Kanban View For Content,0.8321545604191648,0.9573367669387085
https://help.zipboard.co/article/419-how-to-manage-custom-statuses,How To Manage Custom Statuses,https://help.zipboard.co/category/188-comments,Comments,0.8321050039912633,0.9598615178466104
https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,How Version Control Works In Zipboard,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8320093157048581,0.949237753850881
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/59-how-do-i-mark-a-task-as-resolved,How Do I Mark A Task As Resolved,0.8318788302411391,0.9642787696069187
https://help.zipboard.co/article/259-how-to-invite-collaborator-to-project,How To Invite Collaborator To Project,https://help.zipboard.co/category/187-tasks,Tasks,0.831264797299945,0.9640523589708018
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/category/188-comments,Comments,0.8310065889721326,0.9876147456944124
https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,How To Record And Manage Videos On Zipboard,https://help.zipboard.co/category/187-tasks,Tasks,0.8307105429885011,0.9799526339133926
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/category/185-projects,Projects,0.8306856202559818,0.9787581577104791
https://help.zipboard.co/article/227-share-link-settings,Share Link Settings,https://help.zipboard.co/article/233-will-a-collaborator-get-email-notification-when-a-reply-is-added-to-his-feedback,Will A Collaborator Get Email Notification When A Reply Is Added To His Feedback,0.8301981733530093,0.9429227943321811
https://help.zipboard.co/article/388-how-to-review-a-zip-file,How To Review A Zip File,https://help.zipboard.co/category/188-comments,Comments,0.8300077259365447,0.9393047727158605
https://help.zipboard.co/article/317-assign-content-to-multiple-collaborators,Assign Content To Multiple Collaborators,https://help.zipboard.co/category/186-files,Files,0.8299309286299216,0.9529915739692765
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/82-can-i-change-my-plan,Can I Change My Plan,0.8298270330195656,0.9595987785675849
https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard,How To Upload And Review Image Files With Zipboard,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,0.8297116805072576,0.9526473196793096
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/92-exporting-data-from-zipboard,Exporting Data From Zipboard,0.829710039612298,0.9756514901716059
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/81-what-plan-is-right-for-me,What Plan Is Right For Me,0.8295276429255546,0.9638021282360397
https://help.zipboard.co/article/20-how-can-i-use-zipboard-for-elearning-projects,How Can I Use Zipboard For Elearning Projects,https://help.zipboard.co/category/187-tasks,Tasks,0.8295026302100261,0.9561459415549342
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/149-what-custom-branding-options-are-available-with-zipboard-enterprise-plan,What Custom Branding Options Are Available With Zipboard Enterprise Plan,0.8293945124681671,0.9571284906992988
https://help.zipboard.co/article/139-who-are-referred-to-as-guests-in-my-zipboard-project,Who Are Referred To As Guests In My Zipboard Project,https://help.zipboard.co/article/389-zapier-x-zipboard-integration,Zapier X Zipboard Integration,0.8293249578321592,0.94335766075619
https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard,Generate Consolidated Reports With Zipboard,https://help.zipboard.co/category/186-files,Files,0.8292400037840325,0.9608954178568986
https://help.zipboard.co/article/20-how-can-i-use-zipboard-for-elearning-projects,How Can I Use Zipboard For Elearning Projects,https://help.zipboard.co/category/186-files,Files,0.8291891362468274,0.958267366722209
https://help.zipboard.co/article/180-api-for-review-links,API For Review Links,https://help.zipboard.co/article/332-difference-between-embedded-annotations-and-browser-extension,Difference Between Embedded Annotations And Browser Extension,0.8290472503877825,0.9703946098588037
https://help.zipboard.co/article/259-how-to-invite-collaborator-to-project,How To Invite Collaborator To Project,https://help.zipboard.co/category/186-files,Files,0.8289237469526557,0.9625911335727593
https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,How To Record And Manage Videos On Zipboard,https://help.zipboard.co/category/186-files,Files,0.8287801420639519,0.9835750245427813
https://help.zipboard.co/article/20-how-can-i-use-zipboard-for-elearning-projects,How Can I Use Zipboard For Elearning Projects,https://help.zipboard.co/article/240-responses,Responses,0.8286681267387003,0.9602116373869974
https://help.zipboard.co/article/161-how-to-upload-and-review-video-files-with-zipboard,How To Upload And Review Video Files With Zipboard,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8285994920304974,0.9544056978154755
https://help.zipboard.co/article/161-video-timestamp-comment,Video Timestamp Comment,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8285994920304974,0.9544056978154755
https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,What Happens To Content If Delete Phase,https://help.zipboard.co/category/188-comments,Comments,0.828088197342079,0.9475903366767455
https://help.zipboard.co/article/232-managing-stakeholders,Managing Stakeholders,https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency,Does Zipboard Backup Data In Case Of Emergency,0.827815432423313,0.9481323935446575
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/242-is-make-an-announcement-in-zipboard-for-all-projects-in-the-organization,Is Make An Announcement In Zipboard For All Projects In The Organization,0.827721147900537,0.9565508233824074
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/148-why-should-i-go-for-an-enterprise-plan,Why Should I Go For An Enterprise Plan,0.8276912813472802,0.9610803527936158
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/282-can-we-see-error-logs-in-zipboard-related-to-jira-integration,Can We See Error Logs In Zipboard Related To Jira Integration,0.8276892471305773,0.9542549967893739
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/155-if-i-need-a-plan-for-30-projects-would-that-be-possible,If I Need A Plan For 30 Projects Would That Be Possible,0.8274483750733621,0.9553318088869197
https://help.zipboard.co/article/227-share-link-settings,Share Link Settings,https://help.zipboard.co/article/237-api-for-organization,API For Organization,0.8273995563714519,0.936246104471242
https://help.zipboard.co/article/421-zipboard-add-in-for-microsoft-outlook,Zipboard Add In For Microsoft Outlook,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8273474585275384,0.9424431006371039
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/30-does-zipboard-backup-data-in-case-of-emergency,Does Zipboard Backup Data In Case Of Emergency,0.8273347507971816,0.9438984607847262
https://help.zipboard.co/article/232-managing-stakeholders,Managing Stakeholders,https://help.zipboard.co/article/287-i-have-uploaded-articulate-scorm-file-but-live-annotations-does-not-work-what-was-the-issue,I Have Uploaded Articulate Scorm File But Live Annotations Does Not Work What Was The Issue,0.8271067312368797,0.9624411507405867
https://help.zipboard.co/article/446-learning-design-template-for-elearning-content-reviews,Learning Design Template For Elearning Content Reviews,https://help.zipboard.co/article/86-how-can-i-archive-restore-my-zipboard-project,How Can I Archive Restore My Zipboard Project,0.8271060326148311,0.9467808722692695
https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content,How Can I Get Feedback On Pdf Content,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8270630114647681,0.9423920490186508
https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content,How Can I Get Feedback On Pdf Content,https://help.zipboard.co/category/187-tasks,Tasks,0.8270630114647681,0.9423920490186508
https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,https://help.zipboard.co/article/68-im-getting-the-unable-to-authenticate-error-what-should-i-do,Im Getting The Unable To Authenticate Error What Should I Do,0.8269284411629286,0.9503529294741342
https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,https://help.zipboard.co/article/68-im-getting-the-unable-to-authenticate-error-when-integrating-with-jira-what-should-i-do,Im Getting The Unable To Authenticate Error When Integrating With Jira What Should I Do,0.8269116024984215,0.9503529294741342
https://help.zipboard.co/article/139-who-are-referred-to-as-guests-in-my-zipboard-project,Who Are Referred To As Guests In My Zipboard Project,https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,0.8268751049482378,0.9636616016239322
https://help.zipboard.co/article/272-manage-tasks-better-with-zipboard,Manage Tasks Better With Zipboard,https://help.zipboard.co/category/186-files,Files,0.826874024630545,0.9658324624733199
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/151-how-can-i-know-how-much-storage-space-i-have-utilized-for-my-current-plan,How Can I Know How Much Storage Space I Have Utilized For My Current Plan,0.8268638639443108,0.9526613244609251
https://help.zipboard.co/article/419-how-to-manage-custom-statuses,How To Manage Custom Statuses,https://help.zipboard.co/category/187-tasks,Tasks,0.8265803173455734,0.94282134943971
https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8264557647827284,0.9541477464959767
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/288-using-zipboard-browser-extension-across-a-business-account,Using Zipboard Browser Extension Across A Business Account,0.8263785284860444,0.9565985832786857
https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,How Do I Share My Website Pdf File HTML Scorm File Images Or Video,https://help.zipboard.co/category/187-tasks,Tasks,0.8263278494607839,0.9523968495465712
https://help.zipboard.co/article/127-managing-the-project-dashboard,Managing The Project Dashboard,https://help.zipboard.co/article/221-will-the-users-get-notification-in-zipboard,Will The Users Get Notification In Zipboard,0.8263006170445979,0.9525023642046401
https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,How To Record And Manage Videos On Zipboard,https://help.zipboard.co/category/185-projects,Projects,0.8261075496878726,0.9757370749481449
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/54-how-is-a-task-different-from-a-comment,How Is A Task Different From A Comment,0.8260251562972896,0.9572667430306312
https://help.zipboard.co/article/449-how-to-use-the-procore-zipboard-integration-to-improve-collaboration,How To Use The Procore Zipboard Integration To Improve Collaboration,https://help.zipboard.co/article/77-why-am-i-added-to-all-the-projects-in-my-organization,Why Am I Added To All The Projects In My Organization,0.8260107836787328,0.9330075286474092
https://help.zipboard.co/article/157-how-can-i-get-my-web-hosted-content-reviewed-with-zipboard,How Can I Get My Web Hosted Content Reviewed With Zipboard,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8260058429626864,0.9423989915599645
https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,How Version Control Works In Zipboard,https://help.zipboard.co/article/76-how-do-i-create-an-organization-i-don-t-see-the-option-anywhere,How Do I Create An Organization I Don T See The Option Anywhere,0.8259876358698983,0.9375208986952152
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/153-what-options-does-the-custom-pricing-plan-offers,What Options Does The Custom Pricing Plan Offers,0.8256829395067603,0.9562561843230355
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/66-how-do-i-view-the-associated-jira-issues-directly,How Do I View The Associated Jira Issues Directly,0.8256150502768723,0.9555636059775041
https://help.zipboard.co/article/359-mp3-file-sharing-feature,Mp3 File Sharing Feature,https://help.zipboard.co/category/187-tasks,Tasks,0.82554301379774,0.9659695776642646
https://help.zipboard.co/article/18-what-makes-zipboard-different,What Makes Zipboard Different,https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,0.8255218174775265,0.9466764349020943
https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,New Update On Ai Powered Statuses,https://help.zipboard.co/article/86-how-can-i-archive-restore-my-zipboard-project,How Can I Archive Restore My Zipboard Project,0.8254749347255019,0.9536315446095087
https://help.zipboard.co/article/138-how-are-guest-collaborators-different-from-guest-reviewers,How Are Guest Collaborators Different From Guest Reviewers,https://help.zipboard.co/article/82-can-i-change-my-plan,Can I Change My Plan,0.8254071638973227,0.9651771105131083
https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,https://help.zipboard.co/category/185-projects,Projects,0.8250905489614823,0.9702074604908053
https://help.zipboard.co/article/227-share-link-settings,Share Link Settings,https://help.zipboard.co/article/288-using-zipboard-browser-extension-across-a-business-account,Using Zipboard Browser Extension Across A Business Account,0.8250369295697065,0.9452198179150962
https://help.zipboard.co/article/343-annotation-tools-backup,Annotation Tools Backup,https://help.zipboard.co/category/186-files,Files,0.8249496111399718,0.962457310103989
https://help.zipboard.co/article/376-introduction-to-super-admins,Introduction To Super Admins,https://help.zipboard.co/category/188-comments,Comments,0.8248668309894388,0.954086161366565
https://help.zipboard.co/article/376-introduction-to-super-admins,Introduction To Super Admins,https://help.zipboard.co/article/82-can-i-change-my-plan,Can I Change My Plan,0.8248380437424414,0.9522523130183602
https://help.zipboard.co/article/403-complete-workflow-for-all-zipboard-users,Complete Workflow For All Zipboard Users,https://help.zipboard.co/article/59-how-do-i-mark-a-task-as-resolved,How Do I Mark A Task As Resolved,0.8245838243331878,0.95012993025918
https://help.zipboard.co/article/344-adding-managers-to-your-account,Adding Managers To Your Account,https://help.zipboard.co/category/187-tasks,Tasks,0.8245193343547397,0.9876307255093326
https://help.zipboard.co/article/331-another-way-to-receive-client-feedback,Another Way To Receive Client Feedback,https://help.zipboard.co/category/188-comments,Comments,0.8243375288602743,0.957449224138091
https://help.zipboard.co/article/161-how-to-upload-and-review-video-files-with-zipboard,How To Upload And Review Video Files With Zipboard,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,0.8241032118490661,0.9388265752581354
https://help.zipboard.co/article/161-video-timestamp-comment,Video Timestamp Comment,https://help.zipboard.co/article/183-http-status-codes,HTTP Status Codes,0.8241032118490661,0.9388265752581354
