url_a,title_a,url_b,title_b,distance
https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,https://help.zipboard.co/category/186-files,Files,21.17438229581639
https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,https://help.zipboard.co/category/186-files,Files,21.171163105431358
https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,https://help.zipboard.co/category/186-files,Files,21.143162397505478
https://help.zipboard.co/category/172-api-documentation,API Documentation,https://help.zipboard.co/category/186-files,Files,21.142184686052687
https://help.zipboard.co/article/178-api-for-project,API For Project,https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,21.127759560771906
https://help.zipboard.co/article/178-api-for-project,API For Project,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,21.124543212922116
https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,https://help.zipboard.co/category/186-files,Files,21.12269865386691
https://help.zipboard.co/article/104-track-all-your-visual-bug-reports-from-slack,Track All Your Visual Bug Reports From Slack,https://help.zipboard.co/category/186-files,Files,21.114972423359557
https://help.zipboard.co/article/178-api-for-project,API For Project,https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,21.096565380401113
https://help.zipboard.co/article/178-api-for-project,API For Project,https://help.zipboard.co/category/172-api-documentation,API Documentation,21.095588340407826
https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,21.08925176697505
https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,21.08769122011649
https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,21.08601828858554
https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,21.084464328733667
https://help.zipboard.co/article/178-api-for-project,API For Project,https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,21.076119940749823
https://help.zipboard.co/article/314-assign-phases-to-content,Assign Phases To Content,https://help.zipboard.co/category/186-files,Files,21.072958086171003
https://help.zipboard.co/article/104-track-all-your-visual-bug-reports-from-slack,Track All Your Visual Bug Reports From Slack,https://help.zipboard.co/article/178-api-for-project,API For Project,21.06840025276402
https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,21.057894417230465
https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,https://help.zipboard.co/category/172-api-documentation,API Documentation,21.056912482784625
https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,https://help.zipboard.co/article/309-how-update-task-statuses,How Update Task Statuses,21.056396067821385
https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,https://help.zipboard.co/category/172-api-documentation,API Documentation,21.055415959240054
https://help.zipboard.co/article/179-api-for-files-url,API For Files Url,https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,21.048119355186284
https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,https://help.zipboard.co/category/189-review-links,Review Links,21.04498363532341
https://help.zipboard.co/article/179-api-for-files-url,API For Files Url,https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,21.04489629217261
https://help.zipboard.co/article/280-task-management-with-zipboard,Task Management With Zipboard,https://help.zipboard.co/category/189-review-links,Review Links,21.04177022129387
https://help.zipboard.co/article/181-api-for-issues-task,API For Issues Task,https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,21.037339083178022
https://help.zipboard.co/article/182-api-for-issues-feedback,API For Issues Feedback,https://help.zipboard.co/article/278-auto-generated-reports,Auto Generated Reports,21.035883004084177
https://help.zipboard.co/category/118-getting-started-with-zipboard,Getting Started With Zipboard,https://help.zipboard.co/category/188-comments,Comments,21.03431276421622
